IME ORGANIZACIJE / PRODUCENTA,IME V BAZI CULTURE.SI,CULTURE.SI POVEZAVA NA ČLANEK,DAVČNA ŠT.,STATUS organizacije (javna/zasebna),SEDEŽ ORGANIZACIJE,ZNESEK PODPORE EU (v EUR),Podpora EU za (tujega) vodjo projekta (v EUR),Država vodje projekta,Opombe,IME PROJEKTA,NAZIV RAZPISA (šifrant 1),PODROČJE PROJEKTA (šifrant 2),STATUS organizacije/producenta V PROJEKTU (Vodja / Partner),LETO razpisa (ko se pridobi podpora EU),Ime programa EU,Uradna oznaka oz. naziv razpisa,Opomba (podnaslov oz. kratek opis razpisa),Ime programa EU (F),Področje projekta (F),Šifra 2 (F)
Založba Učila International,Učila International Publishing House,http://www.culture.si/en/U%C4%8Dila_International_Publishing_House,54165504,zasebna,Tržič,"€ 51.199,92",,,,Prevodni projekt - 9 knjig,4  ,41,V,2010,Kultura (2007-2013),Sklop 1.2.2,Podpora za projekte literarnega prevajanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
QOLLECTIVE d.o.o. ,x,,72538830,zasebna,Ljubljana,"€ 41.000,00",,,,The BeBuzz and Christmas Hulabaloo,21,8,V,2010,MEDIA (2007-2013),Razvoj projektov - TV predvajanje,"Podpora za neodvisne AV producente pri produkciji filmov, pri katerih sodelujejo vsaj tri televizijske hiše iz več držav članic Evropske unije",MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
Art kino mreža Slovenije,Art Cinema Network,http://www.culture.si/en/Art_Cinema_Network,24146170,zasebna,Slovenj Gradec,"€ 36.959,00",,,,Prikazovanje evropskih filmov v 2009,27,11,V,2010,MEDIA (2007-2013),Mreža Europa Cinemas,Europa Cinemas podpora za kinematografsko prikazovanje evropskih AV del ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,prikazovanje
Društvo Mohorjeva družba,Celjska_Mohorjeva_družba,http://www.culture.si/en/Celjska_Mohorjeva_dru%C5%BEba,70492344,zasebna,Celje,"€ 36.101,99",,,,Prevodni projekt ,4  ,41,V,2010,Kultura (2007-2013),Sklop 1.2.2,Podpora za projekte literarnega prevajanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
Založba Modrijan,Modrijan Publishing House,http://www.culture.si/en/Modrijan_Publishing_House,83168788,zasebna,Ljubljana,"€ 35.540,37",,,,Prevodni projekt - 9 knjig,4  ,41,V,2010,Kultura (2007-2013),Sklop 1.2.2,Podpora za projekte literarnega prevajanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
Društvo 2000,Društvo_2000,http://www.culture.si/en/Dru%C5%A1tvo_2000,24834858,zasebna,Ljubljana,"€ 35.328,55",,,,Prevodni projekt - 6 knjig,4  ,41,V,2010,Kultura (2007-2013),Sklop 1.2.2,Podpora za projekte literarnega prevajanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
Študentska založba,Študentska_založba_Publishing_House,http://www.culture.si/en/%C5%A0tudentska_zalo%C5%BEba_Publishing_House,12683485,zasebna,Ljubljana,"€ 30.008,47",,,,Prevodni projekt - 7 knjig,4  ,41,V,2010,Kultura (2007-2013),Sklop 1.2.2,Podpora za projekte literarnega prevajanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
"FIVIA, podjetje za distribucijo, produkcijo, intelektualne storitve in trgovino, d.o.o. ",Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 23.465,00",,,,Avtomatična distribucija v 2010,23,9,V,2010,MEDIA (2007-2013),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Književno društvo Hiša poezije,House_of_Poetry_Literature_Association,http://www.culture.si/en/House_of_Poetry_Literature_Association,31857663,zasebna,Ljubljana,"€ 22.921,51",,,,Prevodni projekt - 9 knjig,4  ,41,V,2010,Kultura (2007-2013),Sklop 1.2.2,Podpora za projekte literarnega prevajanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
"BLITZ FILM & VIDEO DISTRIBUTION, druzba za tgrovino, d.o.o.",Blitz_Film_and_Video_Distribution,http://www.culture.si/en/Blitz_Film_and_Video_Distribution,88939065,zasebna,Ljubljana,"€ 22.104,00",,,,Avtomatična distribucija v 2010,23,9,V,2010,MEDIA (2007-2013),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"CINEMANIA GROUP, druzba za filmsko tehnologijo, d.o.o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 20.095,00",,,,Avtomatična distribucija v 2010,23,9,V,2010,MEDIA (2007-2013),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
Javni zavod Kinodvor,Kinodvor_Cinema,http://www.culture.si/en/Kinodvor_Cinema,12753173,javna,Ljubljana,"€ 20.000,00",,,,7. ANIMATEKA - Mednarodni festival animiranega filma / International Animated Film Festival,24,10,V,2010,MEDIA (2007-2013),Festivali - štiriletna podpora,Podpora za organizacijo AV festivalov - štrirletna partnerska pogodba (letni znesek podpore variira  glede na uspešnost festivala leto prej),MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,festivali
Društvo ŠKUC,ŠKUC_Association,http://www.culture.si/en/%C5%A0KUC_Association,97827665,zasebna,Ljubljana,"€ 15.810,85",,,,Prevodni projekt - 5 knjig,4  ,41,V,2010,Kultura (2007-2013),Sklop 1.2.2,Podpora za projekte literarnega prevajanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
Družba Piano,Piano_Publishing_House,http://www.culture.si/en/Piano_Publishing_House,41884400,zasebna,Ljubljana,"€ 15.266,17",,,,Prevodni projekt - 4 knjige,4  ,41,V,2010,Kultura (2007-2013),Sklop 1.2.2,Podpora za projekte literarnega prevajanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
Zavod Staragara,Staragara_-_Ljubljana,http://www.culture.si/en/Staragara_-_Ljubljana,66973988,zasebna,Ljubljana,"€ 14.060,00",,,,Cirkus Fantasticus / Silent Sonata,20,8,V,2010,MEDIA (2007-2013),Razvoj projektov - dostop do financ i2i Audiovisual,Podpora za neodvisne AV producente pri dostopu do zunanjega financiranja s strani bank in finančnih institucij,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
Založba Didakta,Didakta_Publishing_House,http://www.culture.si/en/Didakta_Publishing_House,86002082,zasebna,Radovljica,"€ 13.057,19",,,,Prevodni projekt - 3 knjige,4  ,41,V,2010,Kultura (2007-2013),Sklop 1.2.2,Podpora za projekte literarnega prevajanja (do 24 mesecev),Kultura 2000 (2000-2006) ali Kultura (2007-2013),"knjiga, branje, prevajanje","knjiga, branje, prevajanje - projekt prevajanja"
STARA GARA ZAVOD ZA KULTURNE DEJAVNOSTI LJUBLJANA,Staragara_-_Ljubljana,http://www.culture.si/en/Staragara_-_Ljubljana,66973988,zasebna,Ljubljana,"€ 10.736,00",,,,Archeo,20,8,V,2010,MEDIA (2007-2013),Razvoj projektov - dostop do financ i2i Audiovisual,Podpora za neodvisne AV producente pri dostopu do zunanjega financiranja s strani bank in finančnih institucij,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,podpora za producente 
"FIVIA, podjetje za distribucijo, produkcijo, intelektualne storitve in trgovino, d.o.o. ",Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 8.000,00",,,,NA PUDE ANEB KDO MA DNESKA NAROZENINY? (CZ),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
KARANTANIJA CINEMAS D.O.O.,Karantanija_Cinemas,http://www.culture.si/en/Karantanija_Cinemas,60769084,zasebna,Ljubljana,"€ 7.014,00",,,,Avtomatična distribucija v 2010,23,9,V,2010,MEDIA (2007-2013),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
DEMIURG POSREDOVANJE IN PROMOCIJA V KULTURI CVETKA FLAKUS SP,Demiurg_Film_Distribution,http://www.culture.si/en/Demiurg_Film_Distribution,SI 386 77 865,zasebna,Črni vrh,"€ 6.683,00",,,,Avtomatična distribucija v 2010,23,9,V,2010,MEDIA (2007-2013),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"CANKARJEV DOM Kulturni in kongresni center, Ljubljana","Cankarjev_dom,_Cultural_and_Congress_Centre","http://www.culture.si/en/Cankarjev_dom,_Cultural_and_Congress_Centre",27164136,javna,Ljubljana,"€ 6.638,00",,,,Avtomatična distribucija v 2010,23,9,V,2010,MEDIA (2007-2013),Distribucija - avtomatična shema,Podpora distributerjem za ponovne naložbe v koprodukcijo ali distribucijo nenacionalnih filmov iz drugih evropskih držav; temelji na  doseženih rezultatih distribucije tujih evropskih filmov v preteklem letu,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CONTINENTAL FILM d.o.o.,Continental_Film_Ltd/Con_Film_Ltd,http://www.culture.si/en/Continental_Film_Ltd/Con_Film_Ltd,21833192,zasebna,Ljubljana,"€ 6.000,00",,,,MUUMI JA PUNAINEN PYRSTÖTÄHTI (FI),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"FIVIA, podjetje za distribucijo, produkcijo, intelektualne storitve in trgovino, d.o.o. ",Cenex/Fivia,http://www.culture.si/en/Cenex/Fivia,38788152,zasebna,Vojnik,"€ 5.000,00",,,,BABY(IES) (FR),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
KARANTANIJA CINEMAS druzba za svetovanje in filmsko produkcijo doo,Karantanija_Cinemas,http://www.culture.si/en/Karantanija_Cinemas,60769084,zasebna,Ljubljana,"€ 5.000,00",,,,CHATROOM (UK),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"CINEMANIA GROUP, družba za filmsko tehnologijo, d. o. o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 4.000,00",,,,AMINTIRI DIN EPOCA DE AUR (RO),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"CINEMANIA GROUP, družba za filmsko tehnologijo, d. o. o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 4.000,00",,,,CONCERT (or LE CONCERT) (FR),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"CINEMANIA GROUP, družba za filmsko tehnologijo, d. o. o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 4.000,00",,,,O’HORTEN (NO),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"CINEMANIA GROUP, družba za filmsko tehnologijo, d. o. o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 4.000,00",,,,"POLITIST, ADJ. (RO)",22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
KARANTANIJA CINEMAS druzba za svetovanje in filmsko produkcijo doo,Karantanija_Cinemas,http://www.culture.si/en/Karantanija_Cinemas,60769084,zasebna,Ljubljana,"€ 4.000,00",,,,TRIAGE (IE),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"CINEMANIA GROUP, družba za filmsko tehnologijo, d. o. o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 3.500,00",,,,LOOKING FOR ERIC (UK),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
DEMIURG POSREDOVANJE IN PROMOCIJA V KULTURI CVETKA FLAKUS SP,Demiurg_Film_Distribution,http://www.culture.si/en/Demiurg_Film_Distribution,SI 386 77 865,zasebna,Črni vrh,"€ 3.500,00",,,,LOURDES (AT),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"BLITZ FILM & VIDEO DISTRIBUTION, druzba za tgrovino, d.o.o.",Blitz_Film_and_Video_Distribution,http://www.culture.si/en/Blitz_Film_and_Video_Distribution,88939065,zasebna,Ljubljana,"€ 3.000,00",,,,L’ARNACOEUR (FR),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
DEMIURG POSREDOVANJE IN PROMOCIJA V KULTURI CVETKA FLAKUS SP,Demiurg_Film_Distribution,http://www.culture.si/en/Demiurg_Film_Distribution,SI 386 77 865,zasebna,Črni vrh,"€ 3.000,00",,,,PANIQUE AU VILLAGE (BE),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
DEMIURG POSREDOVANJE IN PROMOCIJA V KULTURI CVETKA FLAKUS SP,Demiurg_Film_Distribution,http://www.culture.si/en/Demiurg_Film_Distribution,SI 386 77 865,zasebna,Črni vrh,"€ 3.000,00",,,,"YO, TAMBIEN (ES)",22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
KARANTANIJA CINEMAS druzba za svetovanje in filmsko produkcijo doo,Karantanija_Cinemas,http://www.culture.si/en/Karantanija_Cinemas,60769084,zasebna,Ljubljana,"€ 3.000,00",,,,TAMARA DREWE (UK),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
"CINEMANIA GROUP, druzba za filmsko tehnologijo, d.o.o.",Cinemania_Group,http://www.culture.si/en/Cinemania_Group,15628949,zasebna,Ljubljana,"€ 2.500,00",,,,HJEM TIL JUL (NO),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
DEMIURG POSREDOVANJE IN PROMOCIJA V KULTURI CVETKA FLAKUS SP,Demiurg_Film_Distribution,http://www.culture.si/en/Demiurg_Film_Distribution,SI 386 77 865,zasebna,Črni vrh,"€ 2.500,00",,,,NOTHING PERSONAL (by Urszula Antoniak ) (NL),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CONTINENTAL FILM d.o.o.,Continental_Film_Ltd/Con_Film_Ltd,http://www.culture.si/en/Continental_Film_Ltd/Con_Film_Ltd,21833192,zasebna,Ljubljana,"€ 2.000,00",,,,LUFTSLOTTET SOM SPRANGDES (SU),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CONTINENTAL FILM d.o.o.,Continental_Film_Ltd/Con_Film_Ltd,http://www.culture.si/en/Continental_Film_Ltd/Con_Film_Ltd,21833192,zasebna,Ljubljana,"€ 1.000,00",,,,THE GOOD HEART (IS),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CONTINENTAL FILM d.o.o.,Continental_Film_Ltd/Con_Film_Ltd,http://www.culture.si/en/Continental_Film_Ltd/Con_Film_Ltd,21833192,zasebna,Ljubljana,"€ 1.000,00",,,,COSA VOGLIO DI PIU (IT),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CONTINENTAL FILM d.o.o.,Continental_Film_Ltd/Con_Film_Ltd,http://www.culture.si/en/Continental_Film_Ltd/Con_Film_Ltd,21833192,zasebna,Ljubljana,"€ 1.000,00",,,,A FRANKENSTEIN-TERV (HU),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CONTINENTAL FILM d.o.o.,Continental_Film_Ltd/Con_Film_Ltd,http://www.culture.si/en/Continental_Film_Ltd/Con_Film_Ltd,21833192,zasebna,Ljubljana,"€ 1.000,00",,,,DES HOMMES ET DES DIEUX (FR),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CONTINENTAL FILM d.o.o.,Continental_Film_Ltd/Con_Film_Ltd,http://www.culture.si/en/Continental_Film_Ltd/Con_Film_Ltd,21833192,zasebna,Ljubljana,"€ 1.000,00",,,,LE QUATTRO VOLTE (IT),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
CONTINENTAL FILM d.o.o.,Continental_Film_Ltd/Con_Film_Ltd,http://www.culture.si/en/Continental_Film_Ltd/Con_Film_Ltd,21833192,zasebna,Ljubljana,"€ 1.000,00",,,,ROUTE IRISH (UK),22,9,V,2010,MEDIA (2007-2013),Distribucija - selektivna shema,Podpora distributerjem za naložbe v oglaševanje in distribucijo nenacionalnih filmov iz drugih evropskih držav ,MEDIA Plus (2001-2006) ali MEDIA (2007-2013),filmski in avdiovizualni projekti,distribucija
